did,genre,prob
83839,Short,1
72560,Documentary,0.166666666666
12501,Short,1
53539,Documentary,1
59592,Comedy,1
81134,Short,1
86106,Animation,0.84615384615300004
61781,Short,1
60978,Family,1
15552,Romance,0.33333333333300003
1656,Comedy,1
44450,Drama,1
30294,Fantasy,1
42301,Documentary,0.80000000000000004
42944,Comedy,0.25
9980,Comedy,1
70403,Horror,1
21761,Fantasy,1
33753,Drama,0.5
66717,Drama,0.33333333333300003
87099,Romance,0.20000000000000001
67252,Comedy,0.25
22866,Short,0.8125
53850,Comedy,0.5
81216,Documentary,1
3845,Short,1
76805,Action,4.7619047619000002E-2
57243,Action,7.6923076923000003E-2
87167,Documentary,1
46823,Drama,1
79787,Drama,1
27802,Drama,1
82856,Thriller,1
82637,Horror,0.33333333333300003
67004,Crime,0.25
82369,Drama,1
29843,Drama,0.33333333333300003
49879,Short,1
49405,Drama,1
40872,Drama,0.181818181818
58596,Comedy,1
32548,Drama,1
80138,Short,1
60710,Sci-Fi,1
55804,War,0.5
24393,Documentary,1
14516,War,1
66048,Short,0.33333333333300003
75015,Crime,0.125
26924,Short,1
58670,Animation,1
68212,Short,1
27571,Comedy,1
76204,Short,1
3001,Musical,0.25
6844,Comedy,1
70535,Drama,1
45634,Family,1
80414,Documentary,1
87183,Drama,0.66666666666600005
63625,Mystery,0.028571428571
12025,Short,7.8431372548999997E-2
36978,Family,1
35063,Family,0.5
352,Comedy,1
68338,Fantasy,0.33333333333300003
13583,Horror,0.57142857142799997
35490,Drama,1
61305,Short,0.33333333333300003
39569,Drama,1
60033,Crime,8.0000000000000002E-2
76353,Comedy,1
53147,Short,1
63469,Short,0.75
67956,Drama,1
32815,Romance,0.111111111111
28749,Drama,9.7560975608999997E-2
5533,Short,1
87943,Short,1
1454,Short,1
14944,Adventure,7.1428571428000007E-2
14265,Drama,0.5
63618,Comedy,1
8892,Animation,1
72251,Fantasy,0.40000000000000002
22755,Drama,0.78947368420999997
72201,Drama,0.69230769230699996
76194,Mystery,0.136363636363
3369,Short,1
38384,Musical,7.1428571428000007E-2
16014,Drama,0.33333333333300003
83858,Short,1
60274,Documentary,1
74675,Documentary,1
74607,Sci-Fi,1
88329,Action,0.166666666666
50810,Drama,0.23076923076899999
42225,Family,0.66666666666600005
77924,Action,1
28908,Sci-Fi,0.25
36244,Short,1
5925,Comedy,0.25
41132,Crime,0.25
79672,Musical,5.5555555554999997E-2
33719,Action,1
33996,Drama,0.5
60717,Drama,1
31999,Short,1
55205,Comedy,1
15351,Short,0.66666666666600005
344,Horror,1
32013,Adventure,1
25340,Drama,0.83333333333299997
63102,Documentary,1
55112,Thriller,1
74414,Documentary,0.5
68446,Crime,0.20000000000000001
37371,Documentary,1
73679,Comedy,0.20000000000000001
41706,Fantasy,0.33333333333300003
56014,Animation,0.59999999999999998
22472,Action,4.7619047619000002E-2
59973,Adventure,0.111111111111
27479,Romance,1
60944,Comedy,1
78352,Mystery,0.013888888888
50288,Horror,0.21568627450899999
62859,Comedy,1
56900,Short,1
61788,Crime,0.5
48717,Drama,0.23529411764700001
83030,Adventure,0.5
60444,Horror,0.5
40061,Drama,0.5
81183,Drama,0.66666666666600005
28671,Sci-Fi,1
2009,Romance,0.10000000000000001
40086,Short,1
61035,Thriller,0.5
19515,Adventure,1
46080,Short,1
42001,Short,1
27326,Drama,0.111111111111
74691,Drama,1
37922,Short,1
48244,Short,1
27351,Short,0.66666666666600005
34646,Thriller,0.14285714285699999
70778,Drama,1
82572,Action,1
72517,Comedy,0.33333333333300003
79287,Short,1
59958,Drama,1
15095,Family,0.5
3245,Documentary,0.5
87072,Action,1
40080,Short,1
16054,Animation,1
62122,Drama,0.78571428571400004
55879,Drama,0.20000000000000001
77331,Documentary,1
53466,Drama,0.73913043478200002
25430,Short,1
81206,Music,0.0625
3495,Fantasy,0.0625
2526,Family,1
12178,Drama,0.5
27345,Short,0.33333333333300003
13363,Music,0.40000000000000002
23266,Short,1
15814,Documentary,0.21739130434699999
53782,Comedy,0.27500000000000002
14610,Short,1
43966,Thriller,0.33333333333300003
27822,Crime,0.222222222222
80171,Comedy,0.25
42203,Action,1
24936,Music,0.83333333333299997
34804,Comedy,0.33333333333300003
61639,Adventure,7.6923076923000003E-2
65758,Documentary,1
39049,Comedy,0.20000000000000001
9503,Romance,0.5
33977,Romance,3.7037037037000002E-2
46213,Thriller,0.47999999999999998
4039,Short,1
86248,Comedy,1
33713,Action,9.7087378640000003E-3
32924,Short,1
30962,Documentary,1
88185,Family,1
78918,Horror,0.5
18001,Short,1
4257,Drama,0.33333333333300003
66416,Action,0.375
56675,Documentary,1
77782,Comedy,0.117647058823
39302,Drama,1
76572,Action,0.40000000000000002
50432,Documentary,1
70329,Action,0.28571428571399998
57760,Action,1
60968,Comedy,0.5
24652,Drama,1
4454,Western,0.33333333333300003
9134,Adventure,0.111111111111
63837,Action,0.12
5266,Short,1
32810,Drama,0.18604651162700001
62883,Comedy,0.66666666666600005
53907,War,1
17911,Drama,0.5
65331,Documentary,1
55387,Adult,1
4665,Romance,5.2631578946999998E-2
66617,Short,7.4074074074000004E-2
87641,Action,1
50314,Comedy,1
21811,Animation,1
28379,Thriller,0.222222222222
34507,Western,0.65771812080500003
75744,Thriller,0.222222222222
37696,Musical,1
71104,Drama,0.25
60125,Short,1
12760,Short,1
10306,Documentary,1
56046,Short,1
36467,Sci-Fi,0.25
9269,Comedy,1
15721,Thriller,1
60617,Short,1
9814,Documentary,1
68857,Drama,1
50046,Short,1
12393,Documentary,1
18636,Documentary,1
80859,Comedy,1
82786,War,0.125
13063,Action,0.5
35147,Short,1
49094,Adventure,0.5
29166,Comedy,1
80514,Short,0.25
14557,Documentary,1
84427,Short,1
60035,Drama,1
86591,Short,1
27126,Documentary,1
2265,Drama,1
53281,Romance,5.8823529410999997E-2
26836,Comedy,0.111111111111
78101,Short,1
8093,Drama,0.33333333333300003
45136,Drama,0.5
26657,Short,1
69943,Short,0.5
72469,Western,0.5
83998,Romance,1
30570,Short,0.89840637450100003
32290,Action,0.75
29548,Animation,1
16431,Comedy,0.33333333333300003
49381,Drama,0.5
75937,Short,1
7666,Family,1
36377,Thriller,0.20000000000000001
58631,Short,0.90322580645100004
43956,Drama,0.25
40456,Thriller,0.20000000000000001
17509,Short,1
37663,Mystery,2.1739130434000001E-2
38217,Family,0.5
76077,Romance,0.03125
71998,Romance,0.59999999999999998
17343,Short,1
85352,Short,1
78860,Short,0.57142857142799997
52311,Western,0.166666666666
37381,Drama,0.5
74424,Drama,3.8961038960999998E-2
59358,Animation,1
76696,Short,1
22731,Drama,1
16488,Drama,1
26533,Action,1
71782,Comedy,1
10549,Documentary,1
63961,Short,0.66666666666600005
62689,Crime,0.181818181818
59882,Short,1
76677,Family,0.5
23760,Mystery,1
87642,Fantasy,0.20000000000000001
68833,Horror,0.125
12268,Short,1
72208,Western,1
6636,Documentary,1
15761,Comedy,1
80003,Drama,1
10104,Short,0.5
21120,Documentary,0.33333333333300003
821,Fantasy,0.20000000000000001
56883,Comedy,9.0909090908999998E-2
72751,Romance,1
14551,Documentary,1
57961,Short,1
74915,Romance,0.14285714285699999
1340,Drama,0.33333333333300003
20786,Music,0.5
46804,Comedy,0.5
61205,Comedy,1
53047,Comedy,0.59999999999999998
25205,Documentary,1
5073,Thriller,0.75
85076,Crime,3.3333333333000002E-2
62857,Drama,0.66666666666600005
29284,Documentary,1
13774,Western,0.14285714285699999
11751,Family,0.222222222222
81568,Horror,0.10000000000000001
7672,Family,1
86672,Sci-Fi,0.33333333333300003
31697,Documentary,1
27618,Documentary,1
65850,Animation,1
68130,War,7.6923076923000003E-2
26165,Short,1
72985,Documentary,0.10000000000000001
76420,Crime,0.14285714285699999
40304,Family,0.33333333333300003
30078,Short,1
54035,Drama,1
48511,Documentary,1
80148,Fantasy,1
62180,Romance,0.111111111111
51871,Drama,1
71366,Short,0.5
34027,Documentary,2.7027027027000002E-2
32968,Crime,0.20000000000000001
49611,Romance,1
16923,Comedy,1
52037,Drama,1
50675,Documentary,0.25
35742,Mystery,2.2727272727000002E-2
69202,Short,1
24446,Action,0.5
66912,Horror,1
54770,Drama,1
68557,Comedy,1
33469,Short,1
25105,Comedy,1
29390,Short,1
78836,Short,1
74757,Short,0.66666666666600005
27392,Short,0.5
75641,Action,0.111111111111
4549,Documentary,1
71155,Crime,9.0909090908999998E-2
43673,Documentary,1
75474,Musical,8.3333333332999998E-2
76672,Short,0.5
60751,Romance,0.26666666666599997
87402,Drama,1
37548,Short,1
76597,Adventure,0.111111111111
44448,Drama,0.54545454545399996
4715,Documentary,0.66666666666600005
14549,Adult,0.5
48527,Drama,1
470,Documentary,1
57943,Short,1
75786,Animation,1
18613,Comedy,0.5
72427,Short,1
4212,Comedy,1
20734,Short,0.66666666666600005
5878,Comedy,1
72198,Fantasy,0.25
72400,Thriller,0.09375
11207,Documentary,1
76479,Thriller,2.2222222222000002E-2
56408,Documentary,0.25
47166,Comedy,1
22649,Short,0.166666666666
47123,Short,1
74240,Family,0.5
64414,Crime,0.33333333333300003
82971,Thriller,0.14285714285699999
23776,Documentary,1
9914,Short,1
69143,Documentary,0.66666666666600005
54561,Animation,1
36853,Sci-Fi,1
4080,Short,1
34923,Comedy,1
3996,Drama,1
3914,Short,0.43589743589699997
18646,Drama,0.5
27027,Thriller,1
20644,Drama,1
9479,Romance,1.6666666665999998E-2
27861,Documentary,0.25
65513,Drama,1
28431,Comedy,0.20000000000000001
17466,Music,1
74003,Drama,0.166666666666
82161,Drama,0.28571428571399998
76805,Thriller,4.7619047619000002E-2
73505,Drama,1
8976,Music,0.33333333333300003
65172,Mystery,0.5
21545,Music,5.0000000000000003E-2
52696,Short,0.5
63349,Drama,1
25975,Short,1
6889,Horror,0.166666666666
9326,Drama,0.14285714285699999
75026,Fantasy,1
13405,Drama,0.20000000000000001
54250,Action,0.57142857142799997
23811,Short,1
83247,Short,1
85220,Adult,1
50614,Drama,1
81249,Short,0.111111111111
78962,Comedy,0.10000000000000001
87492,Short,0.33333333333300003
49252,Documentary,1
45768,Thriller,0.40000000000000002
26900,Short,0.25
25104,Action,0.25
33869,Crime,1
69937,Short,1
72761,Adventure,0.10000000000000001
64804,Comedy,1
21553,War,1
22655,Short,0.166666666666
68022,Short,1
11284,Documentary,0.25
14165,Short,1
25213,Crime,1
1699,Fantasy,1
68883,Comedy,0.5
81900,Drama,1
16448,Action,7.6923076923000003E-2
60393,Comedy,0.5
53123,Short,1
21788,Horror,9.7560975608999997E-2
22882,Mystery,0.5
59366,Short,1
88143,Adult,1
27211,Crime,1
24543,Thriller,4.0000000000000001E-2
60227,Comedy,1
46606,Drama,0.33333333333300003
83389,Musical,5.8823529410999997E-2
18871,Horror,0.166666666666
40295,Adventure,0.5
17776,Documentary,5.2631578946999998E-2
46329,Action,1
13697,Documentary,1
31445,Romance,0.111111111111
32122,Drama,0.25
24377,Thriller,0.222222222222
40612,Drama,1
5509,Short,0.55555555555500002
16557,Crime,0.33333333333300003
42527,Drama,1
10449,Comedy,0.25
6370,Comedy,0.71428571428499998
73244,Drama,1
62781,Short,1
44273,Mystery,0.10606060606000001
34197,Sci-Fi,7.6923076923000003E-2
66503,Drama,1
40631,Short,1
87734,Family,0.14285714285699999
84944,Comedy,1
17223,Drama,0.5
21302,Drama,0.5
31975,Short,5.2631578946999998E-2
78574,Drama,0.66666666666600005
36637,Adventure,1
74315,Thriller,0.416666666666
70071,Romance,1
76914,Family,9.6774193548000001E-2
9385,Sci-Fi,0.27272727272699998
5310,Thriller,0.14285714285699999
83170,Short,1
66343,Family,1
22713,Adult,1
69918,Drama,1
85334,Short,1
73997,Drama,1
18352,Comedy,0.5
12480,Drama,0.5
44852,Musical,0.166666666666
10248,Adventure,1
27102,Documentary,1
28958,War,8.3333333332999998E-2
75624,Comedy,1
76678,Short,1
14384,Musical,7.1428571428000007E-2
56906,Action,0.5
17878,Comedy,1
8535,Thriller,0.5
11635,Comedy,1
52923,Comedy,1
50651,Documentary,0.33333333333300003
4456,Thriller,1
23108,Crime,0.444444444444
5309,Comedy,0.25
32601,Romance,1
24546,Short,1
58313,Thriller,1
82916,Musical,0.028571428571
65886,Short,1
48405,Short,1
61807,Short,0.10000000000000001
82056,Adventure,8.0000000000000002E-2
74592,Musical,1
33223,Sci-Fi,0.111111111111
53209,Comedy,1
18634,Documentary,1
16274,Short,0.5
11196,Short,0.25
40883,Sci-Fi,0.10000000000000001
7919,Sci-Fi,5.2631578946999998E-2
32263,Music,0.5
42874,Romance,1
64333,Documentary,1
26571,Drama,1
27290,Documentary,1
33730,Drama,0.25
15918,Crime,1
29153,Drama,0.5
66982,Fantasy,0.25
38129,Sci-Fi,0.111111111111
57598,Documentary,1
42405,Short,0.71428571428499998
70575,Adventure,0.33333333333300003
77492,Documentary,0.61538461538400002
44528,Documentary,0.5
37477,Drama,1
35639,Comedy,1
25074,Drama,1
48942,Action,0.40000000000000002
37828,Short,1
16418,Drama,1
37369,Documentary,1
59554,Short,1
71517,Comedy,1
42466,Comedy,1
75430,Comedy,0.33333333333300003
25818,Comedy,0.33333333333300003
76099,Animation,0.5
17856,Mystery,0.5
13777,Mystery,0.222222222222
10617,Adult,1
86093,Drama,1
9172,Animation,1
79783,Short,1
49050,Drama,0.33333333333300003
33622,Documentary,1
85816,Action,0.20000000000000001
31074,Family,0.57142857142799997
12825,Sci-Fi,0.10000000000000001
74855,Drama,0.45454545454500001
38495,Short,1
62120,Drama,1
52151,Mystery,0.33333333333300003
79006,Musical,0.25
70264,Thriller,1
73358,Drama,0.5
20832,Drama,1
53519,Action,0.5
9072,Horror,0.5
87712,Fantasy,0.33333333333300003
16919,Drama,0.55555555555500002
1679,Comedy,0.33333333333300003
87169,Comedy,0.111111111111
88524,Romance,0.1875
43726,Documentary,0.75
50150,Comedy,0.66666666666600005
8922,Short,1
24272,Drama,1
84704,Animation,1
6877,Mystery,0.25
43416,Animation,1
85890,Action,1
60588,Thriller,1
64166,Thriller,0.25
85756,Short,1
266,Short,1
39658,Crime,0.5
37883,Drama,0.80000000000000004
31315,Fantasy,0.125
41881,War,6.3291139240000002E-2
63220,Comedy,0.5
74093,Drama,0.428571428571
54531,Drama,1
48497,Mystery,9.5238095238000003E-2
67724,Animation,0.96296296296200001
22141,Comedy,1
41162,Comedy,7.1428571428000007E-2
85424,Short,0.75
65862,Short,0.4375
21600,Comedy,1
29587,Adult,0.5
43658,Romance,0.33333333333300003
3643,Documentary,0.33333333333300003
54448,Mystery,1
19159,War,0.5
35178,Drama,0.428571428571
28074,Documentary,1
25369,Documentary,1
28809,Animation,1
69044,Crime,0.20000000000000001
11172,Short,0.5
44136,Short,0.111111111111
19750,Documentary,1
61033,Fantasy,1
87737,Comedy,0.66666666666600005
26095,Family,4.5454545454000003E-2
71285,Thriller,1
79473,Short,0.75
18724,Horror,0.222222222222
60238,War,7.6923076923000003E-2
7926,Short,1
34025,Documentary,1
51932,Thriller,1
35480,Short,1
38580,Romance,0.25
48248,Drama,0.6875
45263,Documentary,1
65470,Comedy,1
39706,Family,1
18255,Thriller,0.12745098039200001
50830,Drama,1
45859,Comedy,0.5
52684,Horror,1
18299,Documentary,0.33333333333300003
18022,Romance,0.5
40133,Drama,0.857142857142
72556,Drama,1
70167,Comedy,0.5
71226,Fantasy,0.33333333333300003
78896,Thriller,0.33333333333300003
42730,Documentary,1
63900,Drama,1
9198,Animation,1
43535,Romance,0.25
14620,Drama,0.46153846153799999
12291,Short,1
45255,Short,1
46123,War,0.222222222222
48681,Documentary,0.5
83501,War,0.36363636363599999
31793,Comedy,1
88208,Drama,1
29152,Music,0.33333333333300003
28928,Romance,0.25
68995,Musical,0.5
37140,Short,0.29999999999999999
25842,Comedy,0.75
80216,Drama,1
943,Thriller,0.33333333333300003
23210,Thriller,0.20000000000000001
55425,Adventure,0.10000000000000001
38928,Drama,1
58490,Drama,1
64289,Thriller,1
2647,Documentary,0.5
55560,Comedy,0.5
72614,Adventure,0.33333333333300003
68578,Action,0.5
47837,Short,0.66666666666600005
35070,Documentary,1
34550,Sci-Fi,1
80938,Adventure,0.33333333333300003
6489,Comedy,0.33333333333300003
56638,Crime,0.40000000000000002
29845,Family,0.5
75764,Sci-Fi,0.5
10501,Animation,1
87862,Western,1
26928,Drama,0.33333333333300003
69122,Comedy,1
19877,Short,1
72481,Music,0.20000000000000001
73715,Family,1
10612,Drama,1
11153,Drama,0.444444444444
14603,Thriller,0.25
14346,Romance,1
71895,Documentary,1
32912,Comedy,0.10000000000000001
489,Comedy,0.5
65511,Drama,0.14285714285699999
13526,Drama,0.5
65911,Short,0.5
8481,Comedy,9.0909090908999998E-2
11186,Comedy,4.3478260869000002E-2
76208,Drama,0.66666666666600005
76573,Romance,0.14285714285699999
441,Fantasy,1
82021,Horror,1
57339,Film-Noir,1.0204081631999999E-2
82768,Short,1
73255,Western,0.117647058823
63206,Short,0.75
38722,Documentary,1
4870,Drama,1
35285,Romance,0.14285714285699999
56855,Drama,1
42792,Family,1
14403,Crime,0.5
87514,Short,1
46903,Thriller,0.14285714285699999
35529,Short,0.20000000000000001
15967,Short,1
68493,Short,0.25
15748,Adventure,0.25
46284,Adult,1
59437,Drama,1
86767,Horror,0.33333333333300003
53803,Horror,2.3809523809000002E-2
41236,Romance,1
51923,Music,0.66666666666600005
83868,Drama,1
18959,Music,8.3333333332999998E-2
26838,Comedy,1
25309,Crime,0.25
51981,Thriller,1
83637,Documentary,0.5
51255,Short,0.66666666666600005
38662,Crime,0.5
50412,Animation,0.33333333333300003
23227,Drama,1
53919,Documentary,1
20414,Documentary,1
86342,Documentary,1
66556,Drama,1
25809,Drama,0.625
60388,Musical,0.20000000000000001
16603,Mystery,0.25
49425,Adventure,9.0909090908999998E-2
46684,Horror,1
62034,Documentary,1
53922,Action,0.166666666666
34953,Romance,0.33333333333300003
42599,Short,1
20506,Comedy,1
80167,Drama,0.40000000000000002
69406,Horror,9.0909090908999998E-2
84345,Fantasy,0.33333333333300003
66907,Short,1
67448,Short,0.33333333333300003
14922,Short,0.5
47886,Short,1
28182,Drama,1
70499,Romance,0.14285714285699999
58757,Comedy,1
25793,Comedy,0.25
37726,Documentary,1
17153,Drama,1
28533,Short,1
50921,Crime,8.6956521738999995E-2
16074,Documentary,1
66219,Short,1
74820,War,4.5454545454000003E-2
78522,Mystery,2.7027027027000002E-2
32722,Documentary,1
72181,Action,0.166666666666
10996,Documentary,1
13809,Drama,0.14285714285699999
38104,Animation,0.111111111111
36514,Thriller,0.33333333333300003
45900,Drama,0.23333333333299999
65462,Drama,1
63991,Crime,0.10000000000000001
24174,Drama,0.5
35971,Action,0.25
19534,Comedy,1
74420,Short,0.66666666666600005
54858,Short,1
38555,Comedy,1
58499,Romance,0.111111111111
41260,Comedy,0.25
14247,Thriller,3.3333333333000002E-2
17023,Action,0.33333333333300003
3145,Comedy,1
65633,Documentary,1
56373,War,1
20432,Documentary,0.5
71890,Crime,1
28414,Adventure,0.33333333333300003
42259,Romance,1
33167,Documentary,1
81617,Action,1
80532,Documentary,0.33333333333300003
42770,Drama,1
85973,Drama,1
40329,Action,0.5
83892,Drama,0.33333333333300003
66670,Short,1
36693,Drama,1
62591,Short,0.5
15226,Short,0.59999999999999998
84058,Drama,0.875
47682,Comedy,0.5
34612,Drama,1
71241,Short,0.33333333333300003
26040,Short,6.6666666666000005E-2
15469,Short,1
24234,Mystery,0.111111111111
23958,Drama,0.83333333333299997
74975,Family,1
34503,Thriller,0.25
82453,Documentary,1
2900,Short,0.66666666666600005
58588,Drama,0.33333333333300003
9251,War,1
17384,Short,1
60812,Musical,0.33333333333300003
76376,Documentary,0.5
77138,Romance,0.125
21379,Drama,1
49363,Music,1
2567,Drama,0.40000000000000002
12612,Action,1
57500,Comedy,1
75051,Animation,1
29392,Fantasy,0.5
68725,Animation,1
19279,Animation,0.166666666666
55487,Horror,1
82203,Musical,1
16280,Horror,1
39445,Short,1
64971,Thriller,0.125
77381,Animation,0.25
84749,Fantasy,0.125
9379,Drama,0.5
42124,Music,0.5
10048,Animation,1
3861,Documentary,1
12376,Comedy,1
51500,Comedy,1
55579,Comedy,6.6666666666000005E-2
66183,Adult,5.8823529410999997E-2
19975,Short,1
85903,Short,1
30250,Action,4.5454545454000003E-2
9545,Drama,0.818181818181
18511,Documentary,0.44827586206800002
22449,Comedy,1
86380,Crime,4.1666666666000003E-2
31178,Romance,0.166666666666
44424,Drama,1
85036,Horror,1
81326,Short,0.75
29882,Short,1
4213,Thriller,7.6923076923000003E-2
16596,Documentary,1
13657,Mystery,1
78611,Documentary,1
54069,Romance,0.5
23758,Action,0.166666666666
36602,Crime,1
79162,Short,1
78140,Animation,1
18335,Adventure,0.33333333333300003
72509,Adult,1
8249,War,0.33333333333300003
35466,Adult,1
66593,Short,0.5
48418,Thriller,0.25
72836,Short,0.33333333333300003
23390,Short,1
55997,Drama,0.5
68757,Short,1
31070,Adventure,1
25305,Short,1
41392,Fantasy,0.10000000000000001
88629,Drama,0.33333333333300003
51943,Short,1
43262,Drama,0.66666666666600005
18234,Mystery,2.0833333333000002E-2
9134,Crime,0.111111111111
16649,Short,0.5
35481,Adventure,0.23809523809499999
84927,Adventure,0.125
78058,Drama,1
30693,Drama,0.55555555555500002
31847,Thriller,0.125
12938,Documentary,0.5
36770,Drama,0.56521739130399995
47617,Mystery,3.4482758619999998E-2
16892,Short,0.66666666666600005
5298,Crime,0.26666666666599997
51937,Short,0.857142857142
2491,Short,1
38014,Animation,1
32857,Drama,1
60904,Crime,1
69900,Drama,0.30769230769200001
47858,Short,1
88463,Drama,0.33333333333300003
58180,Short,1
8734,Short,1
54101,Short,1
2274,Adventure,0.29545454545400002
14383,Family,0.181818181818
13866,Romance,0.111111111111
59080,Drama,0.80000000000000004
37846,Comedy,0.33333333333300003
44910,Horror,1
75592,Music,1
38685,Drama,1
74957,Horror,7.6923076923000003E-2
12118,Sci-Fi,0.111111111111
81049,Comedy,1
72793,Horror,0.25
28114,Drama,0.5625
17792,Drama,0.5
42487,Documentary,0.14285714285699999
21871,Drama,1
40406,Documentary,1
13215,Drama,1
17281,Romance,0.25
19696,Musical,0.25
74884,Thriller,0.5
7940,Documentary,0.25
50424,Drama,2.7027027027000002E-2
57743,Comedy,0.79245283018799995
68558,Thriller,0.26666666666599997
23191,Thriller,0.5
12035,Drama,0.66666666666600005
32022,Short,1
75316,Documentary,1
82062,Musical,0.03125
48985,Comedy,6.5217391304000005E-2
72611,Documentary,0.5
41064,Action,1
40180,Short,0.66666666666600005
1381,Drama,1
49055,Musical,0.5
48796,Fantasy,1
53366,Drama,0.40000000000000002
57495,Fantasy,0.166666666666
3920,Drama,1
86320,Comedy,0.28571428571399998
41198,Crime,0.25
1230,Documentary,0.52631578947299995
70945,Documentary,1
21202,Short,1
51501,Fantasy,0.28571428571399998
24234,War,5.5555555554999997E-2
42493,Comedy,1
45032,Comedy,1
40163,Comedy,1
17415,Short,0.181818181818
31514,Mystery,7.1428571428000007E-2
81451,Comedy,1
36011,Drama,0.29999999999999999
44441,Thriller,0.5
31580,Thriller,2.7027027027000002E-2
32959,Adult,1
5159,Family,5.5555555554999997E-2
25679,Comedy,0.5
25236,War,0.25
77664,Comedy,0.33333333333300003
72795,Comedy,1
24536,Documentary,1
87193,Romance,0.15384615384600001
74959,Comedy,1
83658,Comedy,0.25
31507,Comedy,1
40236,Thriller,0.5
9102,Action,1
73822,Documentary,1
87332,Drama,0.80000000000000004
84793,Drama,1
56842,Adventure,1
80632,Short,0.5
82463,Drama,0.66666666666600005
78842,Drama,1
22696,Short,0.28571428571399998
53091,Thriller,0.5
24693,Drama,1
37554,Drama,1
67979,Drama,0.5
33183,Drama,1
71976,Short,7.5757575756999998E-2
63818,Short,0.40000000000000002
68,Documentary,1
65498,Adventure,0.26190476190400003
2367,Comedy,1
87074,Animation,1
68189,Short,0.66666666666600005
70186,Drama,1
23173,Crime,0.28571428571399998
26264,Family,1
72600,Fantasy,5.5555555554999997E-2
78676,Drama,1
15594,Action,0.25
55489,War,0.117647058823
74154,Adventure,0.10000000000000001
58502,Documentary,1
55797,Documentary,1
18035,Drama,1
68338,Comedy,1
64678,Drama,1
66676,Drama,0.36363636363599999
34507,War,6.7114093950000004E-3
22849,Drama,0.5
73521,Adventure,1
61973,Drama,1
68289,Comedy,0.25
3001,Family,0.625
36077,Musical,0.25
76405,Horror,1
41584,Family,8.3333333332999998E-2
74031,Romance,1
40889,Adventure,7.6923076923000003E-2
3886,Documentary,1
17995,Documentary,0.5
48400,Thriller,0.25
30292,Musical,0.104761904761
29409,Short,1
47381,Adventure,0.428571428571
14759,Short,1
21187,Crime,0.10000000000000001
42819,Comedy,1
8242,Drama,1
1697,Comedy,0.33333333333300003
86140,Short,2.9411764704999999E-2
14734,Drama,0.5
46548,Action,0.151515151515
41372,Drama,1
37348,Documentary,1
75818,Short,1
80189,Short,0.5
33143,Documentary,0.5
75131,War,3.4482758619999998E-2
86148,Comedy,0.5
80140,Short,1
87449,Drama,1
74314,Documentary,1
66031,Short,1
10664,Animation,0.33333333333300003
51551,Film-Noir,0.14285714285699999
59498,Adventure,4.5454545454000003E-2
14601,Romance,0.33333333333300003
42771,Horror,1
20040,Short,1
43846,Documentary,1
52548,Action,0.5
59389,Musical,0.33333333333300003
39143,Documentary,1
64344,Crime,0.111111111111
16253,Short,1
63500,Comedy,0.5
31415,Romance,0.33333333333300003
39385,Sci-Fi,0.222222222222
66823,Romance,1
24599,Short,1
2554,Thriller,0.178571428571
51187,Drama,1
19845,Sci-Fi,0.14285714285699999
8955,Documentary,1
32604,Comedy,0.166666666666
36817,Family,4.3478260869000002E-2
26202,Animation,1
48907,Short,0.375
7720,Horror,0.25
41137,Comedy,1
24280,Comedy,1
42531,Drama,1
7125,Musical,0.29999999999999999
52166,Thriller,0.25
62518,Short,1
73166,Short,0.75
3616,Drama,0.5
18257,Western,0.125
29505,Short,1
41152,Music,0.25
44904,Drama,0.66666666666600005
88032,Adventure,0.10000000000000001
83876,Comedy,1
58314,Adventure,0.33333333333300003
18489,Comedy,0.5
84203,Adult,1
54257,Romance,0.5
12656,Adult,1
21658,Crime,0.20000000000000001
5138,Horror,1
13202,Thriller,1
3225,Mystery,0.14285714285699999
48207,Comedy,1
6574,Short,1
37242,Music,1
66883,Short,1
67424,Short,0.5
36614,Western,1.4925373134000001E-2
64191,Thriller,1
48271,Music,0.66666666666600005
27856,Action,0.5
63958,Romance,1
44781,Drama,1
83093,Animation,1
58768,Short,1
17729,Fantasy,0.10000000000000001
6242,Short,1
72170,Short,1
40191,Romance,0.5
31559,Thriller,0.125
28953,Romance,1
41911,Short,1
81479,Romance,0.20000000000000001
8947,Short,1
33600,Comedy,1
66564,Comedy,0.5
53162,Comedy,0.66666666666600005
38830,Drama,1
65944,Adult,1
83125,Short,0.33333333333300003
69991,Crime,5.0000000000000003E-2
47494,Comedy,1
86486,Sci-Fi,0.5
35144,Mystery,0.33333333333300003
35886,Short,0.375
14790,Horror,1
217,Short,1
60947,Western,0.111111111111
7894,Animation,1
49917,Romance,0.27272727272699998
77534,Music,0.5
64834,Animation,1
35554,Short,1
11070,Documentary,0.03125
76072,Animation,1
17845,Family,0.5
24525,Short,1
57089,Drama,0.25
82949,Documentary,1
28259,Documentary,1
80244,Documentary,0.5
46792,Short,1
47269,Crime,1
8237,Music,0.14285714285699999
18800,Animation,1
33307,Fantasy,1
3951,Documentary,1
49510,Thriller,0.14285714285699999
18574,Short,1
87997,Fantasy,1
24231,Comedy,0.33333333333300003
9241,Action,0.40000000000000002
75596,Adult,1
73692,Musical,1
44855,Drama,1
70757,Comedy,0.416666666666
16267,Sci-Fi,0.5
78540,Comedy,1
40377,Fantasy,0.5
64559,Short,1
